Employee_ID,Expense_Amount,Currency,Category,Description,Date,Approved/Rejected,Vendor,Department,Location,Exact_Duplicate,Near_Duplicate,Anomaly,Suspicious,Fraud_Score
45,372.24,GBP,Entertainment,Environment here reduce return.,2025-06-20,Approved,Vendor_5,IT,EU,False,False,False,False,0
9,236.43,USD,Accommodation,Cause doctor identify left necessary position.,2025-08-29,Approved,Vendor_2,HR,EU,False,False,False,False,0
8,936.85,EUR,Accommodation,Scene because race.,2025-05-16,Approved,Vendor_2,HR,EU,False,False,False,False,0
42,249.44,GBP,Travel,Always hope least cut.,2025-03-20,Rejected,Vendor_7,Sales,EU,False,False,False,False,0
2,467.39,INR,Travel,Right so maintain economic participant situation data open.,2025-07-08,Approved,Vendor_10,Finance,USA,False,False,False,False,0
10,633.4,EUR,Meals,Recent any sister purpose.,2025-02-20,Approved,Vendor_3,Finance,AU,False,False,False,False,0
23,911.95,USD,Supplies,Direction amount chair experience nearly firm individual large.,2025-02-04,Approved,Vendor_7,HR,UK,False,False,False,False,0
30,24.52,GBP,Entertainment,Perform century light be church machine this.,2025-02-05,Approved,Vendor_4,HR,IN,False,False,False,False,0
42,530.29,GBP,Accommodation,Page morning thousand page why.,2025-06-13,Approved,Vendor_4,Finance,UK,False,False,False,False,0
4,160.26,INR,Supplies,Want water fear message food.,2025-02-16,Approved,Vendor_1,Finance,USA,False,False,False,False,0
16,186.35,EUR,Supplies,Article resource truth eight accept meeting.,2025-09-20,Rejected,Vendor_10,IT,AU,False,False,False,False,0
15,49.43,INR,Meals,News nation affect shake institution.,2025-01-07,Approved,Vendor_7,HR,USA,False,False,False,False,0
44,615.87,EUR,Travel,Approach side by.,2025-10-01,Approved,Vendor_9,IT,IN,False,False,False,False,0
39,614.25,INR,Supplies,Government ball threat expect couple.,2025-06-14,Approved,Vendor_1,HR,IN,False,False,False,False,0
41,280.19,EUR,Entertainment,Test discussion realize hotel kitchen.,2025-06-09,Rejected,Vendor_9,IT,EU,False,False,False,False,0
7,61.81,USD,Entertainment,Poor account much yet.,2025-08-01,Approved,Vendor_2,HR,IN,False,False,False,False,0
48,457.47,AUD,Travel,Finally throw less sort budget.,2025-08-22,Approved,Vendor_5,Finance,UK,False,False,False,False,0
4,736.68,GBP,Travel,Especially worker kid specific.,2025-01-24,Approved,Vendor_6,IT,IN,False,False,False,False,0
12,456.51,GBP,Entertainment,Church fill decade direction.,2025-03-15,Approved,Vendor_8,Sales,IN,False,False,False,False,0
15,261.96,AUD,Meals,Catch value far society over enter.,2025-03-25,Approved,Vendor_2,IT,UK,False,False,False,False,0
13,254.47,INR,Entertainment,Thus draw else thought peace speech.,2025-06-28,Rejected,Vendor_6,Sales,USA,False,False,False,False,0
20,444.9,EUR,Entertainment,Adult Democrat fall break.,2025-07-31,Approved,Vendor_1,Sales,UK,False,False,False,False,0
15,408.22,GBP,Travel,Popular else part head line mention.,2025-04-11,Approved,Vendor_3,Finance,UK,False,False,False,False,0
27,849.57,GBP,Entertainment,Kind hard lawyer other former.,2025-03-17,Approved,Vendor_3,Sales,USA,False,False,False,False,0
19,701.43,AUD,Supplies,Agent personal begin able author bit rather strong.,2025-05-19,Approved,Vendor_10,IT,EU,False,False,False,False,0
33,70.62,INR,Meals,Develop sing artist civil heavy body case.,2025-07-11,Rejected,Vendor_6,IT,USA,False,False,False,False,0
50,127.06,USD,Meals,Order least reach sometimes material.,2025-04-04,Approved,Vendor_3,Finance,AU,False,False,True,False,1
44,281.26,USD,Meals,Structure product name.,2025-09-30,Rejected,Vendor_3,Sales,IN,False,False,False,False,0
49,931.81,AUD,Meals,Data wrong follow situation.,2025-08-21,Approved,Vendor_8,IT,EU,False,False,True,False,1
27,143.0,USD,Travel,Hold plant down claim.,2025-04-15,Approved,Vendor_10,IT,UK,False,False,False,False,0
35,852.89,GBP,Meals,Stuff great officer prepare nice exist.,2025-08-12,Approved,Vendor_1,IT,USA,False,False,False,False,0
11,102.68,USD,Entertainment,Price against position dinner news ago.,2025-03-14,Rejected,Vendor_4,HR,USA,False,False,False,False,0
27,568.67,EUR,Accommodation,Where power close.,2025-09-21,Approved,Vendor_3,Sales,UK,False,False,False,False,0
47,445.74,INR,Accommodation,Score yet cover wrong travel performance.,2025-03-27,Approved,Vendor_4,IT,EU,False,False,False,False,0
25,127.59,GBP,Travel,Sign sister recognize soon.,2025-06-06,Approved,Vendor_3,Sales,AU,False,False,False,False,0
41,149.57,GBP,Travel,Business we resource memory take body grow authority.,2025-09-29,Approved,Vendor_8,HR,UK,False,False,False,False,0
20,713.1,AUD,Accommodation,Reality region ability dinner near year.,2025-08-23,Rejected,Vendor_6,IT,IN,False,False,False,False,0
10,637.49,AUD,Supplies,Very prevent ready race.,2025-01-22,Rejected,Vendor_5,Finance,AU,False,False,False,False,0
35,773.23,AUD,Supplies,Hand south treatment least citizen job cause.,2025-05-28,Rejected,Vendor_5,HR,UK,False,False,False,False,0
42,975.76,GBP,Travel,Life source newspaper.,2025-09-14,Approved,Vendor_3,IT,USA,False,False,False,False,0
22,972.76,GBP,Entertainment,Field sit health phone someone bring box.,2025-07-06,Rejected,Vendor_2,Sales,AU,False,False,False,False,0
33,240.79,EUR,Supplies,Remain challenge material at.,2025-09-17,Approved,Vendor_10,HR,AU,False,False,False,False,0
23,590.23,USD,Supplies,Religious listen federal relate need school it idea.,2025-08-09,Approved,Vendor_6,Finance,AU,False,False,False,False,0
16,507.87,EUR,Entertainment,Without party especially continue.,2025-06-25,Approved,Vendor_9,Finance,EU,False,False,False,False,0
11,596.24,EUR,Accommodation,Design side in race.,2025-03-04,Approved,Vendor_8,IT,UK,False,False,False,False,0
32,912.71,USD,Accommodation,Civil third money group.,2025-09-23,Rejected,Vendor_6,Sales,IN,False,False,False,False,0
6,530.32,GBP,Travel,On success leave cut state some.,2025-08-30,Approved,Vendor_9,Finance,UK,False,False,False,False,0
40,591.05,USD,Supplies,Idea whose view network wish establish too.,2025-05-22,Rejected,Vendor_5,Sales,AU,False,False,False,False,0
8,479.21,USD,Supplies,Despite drive bed stage.,2025-06-01,Approved,Vendor_4,IT,UK,False,False,False,False,0
49,983.1,USD,Meals,Interesting executive morning matter especially yourself.,2025-03-25,Approved,Vendor_2,Sales,EU,False,False,True,False,1
18,985.98,INR,Travel,Summer structure likely develop parent mission produce.,2025-09-15,Approved,Vendor_5,IT,USA,False,False,False,False,0
25,958.93,INR,Travel,Late interest push require.,2025-07-22,Approved,Vendor_10,IT,AU,False,False,False,False,0
41,769.48,USD,Entertainment,Spring meet improve too tough exactly.,2025-10-01,Rejected,Vendor_7,IT,EU,False,False,False,False,0
22,747.97,GBP,Entertainment,Sing factor film prevent within watch friend.,2025-09-20,Approved,Vendor_10,HR,IN,False,False,False,False,0
47,688.39,EUR,Meals,Provide night little have.,2025-09-07,Approved,Vendor_9,IT,USA,False,False,False,False,0
39,401.78,AUD,Supplies,Skin seat ok candidate blood.,2025-01-17,Rejected,Vendor_7,IT,UK,False,False,False,False,0
28,989.46,USD,Supplies,Attorney oil fear way single stand treatment.,2025-09-30,Rejected,Vendor_10,IT,EU,False,False,False,False,0
27,152.13,EUR,Travel,Simple view same task.,2025-09-09,Approved,Vendor_4,Finance,UK,False,False,False,False,0
19,522.32,USD,Entertainment,Imagine capital themselves structure people trial order character.,2025-07-05,Rejected,Vendor_3,IT,EU,False,False,False,False,0
44,120.71,GBP,Supplies,Attorney western land region though light.,2025-02-01,Approved,Vendor_6,Sales,IN,False,False,False,False,0
16,636.51,AUD,Entertainment,Record clearly find factor answer.,2025-04-13,Approved,Vendor_7,IT,IN,False,False,False,False,0
42,847.41,AUD,Accommodation,Material police manager item describe feel act.,2025-08-24,Approved,Vendor_9,HR,UK,False,False,False,False,0
38,173.82,INR,Accommodation,Wear air on also.,2025-09-25,Approved,Vendor_8,IT,USA,False,False,False,False,0
47,263.63,GBP,Meals,Usually child take glass thank report produce state.,2025-07-06,Approved,Vendor_4,IT,EU,False,False,False,False,0
27,81.1,USD,Meals,Painting learn from force not.,2025-01-02,Rejected,Vendor_4,Finance,UK,False,False,False,False,0
13,967.41,AUD,Accommodation,Follow million then almost behind office card.,2025-05-09,Approved,Vendor_2,Finance,EU,False,False,False,False,0
24,184.7,INR,Accommodation,Prove down president.,2025-03-31,Approved,Vendor_9,Sales,UK,False,False,False,False,0
7,419.78,USD,Travel,Because capital system around discussion vote fear.,2025-07-24,Approved,Vendor_6,HR,AU,False,False,False,False,0
14,231.91,EUR,Supplies,Conference wrong other network.,2025-09-28,Approved,Vendor_4,IT,AU,False,False,False,False,0
28,959.75,AUD,Travel,Measure last I indicate travel system hand.,2025-08-07,Approved,Vendor_6,Sales,AU,False,False,False,False,0
9,396.38,INR,Entertainment,Country capital need check foot.,2025-01-03,Approved,Vendor_7,Sales,USA,False,False,False,False,0
23,379.08,GBP,Supplies,Defense week source like.,2025-09-11,Approved,Vendor_6,HR,IN,False,False,False,False,0
47,614.64,EUR,Meals,Dog student trouble eight after believe several study.,2025-08-26,Approved,Vendor_6,HR,IN,False,False,False,False,0
14,437.46,USD,Meals,Make contain coach.,2025-01-01,Approved,Vendor_1,Finance,IN,False,False,False,False,0
46,814.42,GBP,Accommodation,Three article attention heart.,2025-03-13,Approved,Vendor_1,HR,IN,False,False,False,False,0
30,101.47,GBP,Supplies,Side I when section.,2025-08-28,Rejected,Vendor_1,IT,IN,False,False,False,False,0
3,620.73,AUD,Travel,Determine recognize then step century could.,2025-09-25,Approved,Vendor_4,HR,IN,False,False,False,False,0
12,865.7,USD,Accommodation,Energy let ever across state stand.,2025-09-24,Approved,Vendor_10,HR,AU,False,False,False,False,0
47,855.88,INR,Accommodation,Central soldier huge language expert clearly cold exist.,2025-08-22,Rejected,Vendor_2,HR,UK,False,False,False,False,0
33,951.75,INR,Travel,Interest also read interesting establish.,2025-07-23,Approved,Vendor_9,Finance,EU,False,False,False,False,0
27,781.19,AUD,Supplies,Maintain hand red nor because.,2025-06-06,Approved,Vendor_4,Sales,EU,False,False,False,False,0
42,606.98,GBP,Entertainment,Join red let under because walk dinner skin.,2025-02-06,Approved,Vendor_8,HR,USA,False,False,False,False,0
23,980.73,EUR,Entertainment,Guess I live chance individual.,2025-10-03,Approved,Vendor_1,Finance,AU,False,False,False,False,0
32,100.21,AUD,Meals,Want yard smile truth in without reveal.,2025-06-02,Approved,Vendor_4,Sales,USA,False,False,False,False,0
26,405.75,EUR,Travel,Beat great man open.,2025-06-26,Approved,Vendor_3,IT,USA,False,False,False,False,0
2,299.26,AUD,Meals,Director major wait admit.,2025-04-26,Rejected,Vendor_6,IT,EU,False,False,False,False,0
27,929.74,AUD,Meals,Peace send data rather north series.,2025-04-14,Approved,Vendor_3,Finance,UK,False,False,False,False,0
22,608.45,USD,Meals,Between maintain suffer simple history third carry.,2025-07-27,Approved,Vendor_6,Sales,EU,False,False,False,False,0
45,627.65,INR,Travel,Policy husband behavior cup.,2025-09-13,Approved,Vendor_8,Sales,AU,False,False,False,False,0
3,926.13,GBP,Supplies,Chair not of gun entire at should.,2025-01-23,Approved,Vendor_9,IT,UK,False,False,False,False,0
29,299.9,INR,Supplies,Several professor fire fast.,2025-04-02,Rejected,Vendor_8,Finance,EU,False,False,False,False,0
5,175.9,USD,Entertainment,Its thought exist reach add development.,2025-07-29,Approved,Vendor_10,Finance,EU,False,False,False,False,0
9,361.6,AUD,Travel,Number who worry indicate statement.,2025-07-08,Approved,Vendor_10,Sales,AU,False,False,False,False,0
25,520.32,USD,Meals,Machine describe experience example contain physical by.,2025-08-12,Approved,Vendor_4,IT,AU,False,False,False,False,0
26,241.21,EUR,Entertainment,Seem identify amount save ahead which foot.,2025-05-03,Approved,Vendor_4,IT,AU,False,False,False,False,0
41,389.22,INR,Entertainment,Improve over position hour major sister including.,2025-09-05,Rejected,Vendor_8,Sales,IN,False,False,False,False,0
41,207.36,EUR,Accommodation,Check American talk space picture.,2025-02-24,Approved,Vendor_9,Sales,AU,False,False,False,False,0
46,362.27,EUR,Travel,Friend event structure accept upon.,2025-03-07,Approved,Vendor_4,Sales,UK,False,False,False,False,0
8,96.71,EUR,Supplies,Follow daughter away receive wait investment than none.,2025-07-11,Rejected,Vendor_3,Finance,USA,False,False,False,False,0
2,953.81,GBP,Entertainment,Public management we Mrs any between idea.,2025-07-23,Approved,Vendor_8,IT,AU,False,False,True,False,1
2,793.76,INR,Entertainment,Religious two could major dinner road population when.,2025-02-12,Approved,Vendor_4,HR,UK,False,False,False,False,0
28,657.95,EUR,Supplies,Keep throw lose single case.,2025-03-09,Approved,Vendor_10,HR,EU,False,False,False,False,0
33,744.59,EUR,Entertainment,Foot treatment American trade deep.,2025-06-11,Approved,Vendor_10,IT,UK,False,False,False,False,0
28,676.81,USD,Entertainment,Computer anything boy customer.,2025-03-07,Approved,Vendor_9,IT,AU,False,False,False,False,0
42,341.33,USD,Meals,Staff then say defense discuss.,2025-05-18,Approved,Vendor_3,Sales,EU,False,False,False,False,0
29,200.25,GBP,Entertainment,Wear lot PM serious.,2025-06-04,Approved,Vendor_1,HR,USA,False,False,False,False,0
45,994.14,USD,Travel,Again least media article place allow wonder.,2025-04-02,Approved,Vendor_7,Finance,AU,False,False,True,False,1
5,500.49,AUD,Supplies,Gas maybe strategy drug.,2025-07-16,Approved,Vendor_10,Finance,UK,False,False,False,False,0
34,734.31,GBP,Accommodation,Drop until positive believe a.,2025-07-23,Approved,Vendor_10,Finance,IN,False,False,False,False,0
15,992.53,EUR,Travel,Improve listen itself science institution.,2025-01-10,Approved,Vendor_8,Finance,USA,False,False,False,False,0
31,506.54,INR,Supplies,Pick mission price.,2025-07-28,Approved,Vendor_1,IT,EU,False,False,False,False,0
33,439.31,EUR,Accommodation,Take specific smile moment ever phone daughter.,2025-09-17,Approved,Vendor_10,Sales,AU,False,False,False,False,0
1,473.74,AUD,Supplies,Deep executive note.,2025-09-26,Approved,Vendor_1,IT,AU,False,False,False,False,0
23,130.42,EUR,Entertainment,Trip spring avoid want matter today.,2025-03-02,Rejected,Vendor_5,IT,AU,False,False,False,False,0
45,910.18,GBP,Accommodation,Natural foot baby word.,2025-06-21,Approved,Vendor_9,IT,AU,False,False,False,False,0
27,503.74,AUD,Entertainment,Various beyond station trip shake.,2025-06-06,Approved,Vendor_6,Finance,AU,False,False,False,False,0
6,694.71,GBP,Accommodation,Like TV resource amount mother box.,2025-06-28,Approved,Vendor_5,Sales,UK,False,False,False,False,0
21,419.67,GBP,Supplies,Machine spring seat cost.,2025-04-08,Approved,Vendor_10,HR,AU,False,False,False,False,0
9,840.82,INR,Supplies,Wonder charge democratic new.,2025-07-24,Approved,Vendor_5,Finance,IN,False,False,False,False,0
27,673.58,AUD,Entertainment,Leg truth company someone pull.,2025-05-27,Approved,Vendor_7,HR,EU,False,False,False,False,0
42,248.31,GBP,Entertainment,Throw herself care.,2025-01-15,Approved,Vendor_2,Sales,IN,False,False,False,False,0
14,183.03,AUD,Accommodation,Parent carry off.,2025-09-03,Rejected,Vendor_2,Sales,IN,False,False,False,False,0
7,780.62,USD,Travel,Note ago Mrs after.,2025-08-20,Approved,Vendor_8,IT,AU,False,False,False,False,0
14,942.37,GBP,Meals,Too would less director.,2025-01-12,Approved,Vendor_1,Finance,UK,False,False,False,False,0
21,373.81,INR,Travel,Group many on.,2025-09-20,Approved,Vendor_7,IT,USA,False,False,False,False,0
13,963.39,INR,Travel,Enter piece kind high college food article.,2025-02-07,Rejected,Vendor_10,Sales,UK,False,False,False,False,0
47,722.54,USD,Travel,Those dinner later suddenly person.,2025-02-12,Approved,Vendor_1,HR,UK,False,False,False,False,0
15,533.18,AUD,Meals,Heavy make drop work say agree capital.,2025-06-25,Approved,Vendor_10,Sales,UK,False,False,False,False,0
37,401.48,INR,Travel,Fly deal skill between oil step item.,2025-03-12,Approved,Vendor_5,HR,EU,False,False,False,False,0
27,846.7,USD,Meals,These benefit build once half.,2025-07-12,Approved,Vendor_6,Sales,USA,False,False,False,False,0
17,883.68,USD,Supplies,Real peace recent spring range.,2025-08-04,Approved,Vendor_6,Sales,IN,False,False,False,False,0
17,658.02,EUR,Entertainment,Home point wish road blood.,2025-07-03,Rejected,Vendor_6,HR,AU,False,False,False,False,0
26,591.05,AUD,Entertainment,Bar election apply environmental.,2025-09-01,Approved,Vendor_8,HR,IN,False,False,False,False,0
25,530.19,USD,Travel,Production hospital manage fly child recently.,2025-01-19,Approved,Vendor_10,HR,UK,False,False,False,False,0
28,949.95,INR,Travel,Everyone wonder indeed family goal.,2025-06-30,Approved,Vendor_8,IT,UK,False,False,False,False,0
35,932.95,GBP,Meals,Quality former goal.,2025-09-30,Approved,Vendor_9,IT,USA,False,False,False,False,0
27,342.52,USD,Meals,Rather be decision art pull recently state example.,2025-04-20,Approved,Vendor_10,Sales,AU,False,False,False,False,0
5,394.37,GBP,Entertainment,Material blue yet against number seat peace.,2025-06-26,Rejected,Vendor_4,HR,AU,False,False,False,False,0
14,131.38,INR,Entertainment,Notice wonder house agree red.,2025-01-27,Approved,Vendor_7,IT,AU,False,False,False,False,0
8,69.27,GBP,Meals,Rule fact chance spring.,2025-05-19,Approved,Vendor_4,Finance,IN,False,False,False,False,0
44,169.07,EUR,Meals,Hard voice participant investment according.,2025-05-21,Approved,Vendor_1,Finance,USA,False,False,False,False,0
26,422.95,USD,Entertainment,May similar girl edge hard.,2025-09-02,Rejected,Vendor_1,Sales,USA,False,False,False,False,0
31,88.51,USD,Accommodation,Billion thing management image TV mouth event range.,2025-03-02,Approved,Vendor_9,IT,EU,False,False,False,False,0
47,256.02,AUD,Travel,Require be general area rise trial affect.,2025-07-31,Approved,Vendor_2,HR,IN,False,False,False,False,0
2,580.29,USD,Entertainment,Laugh apply street country occur low interview.,2025-05-01,Approved,Vendor_4,Finance,IN,False,False,False,False,0
14,392.56,AUD,Travel,Magazine decade surface page experience relationship form.,2025-04-13,Rejected,Vendor_5,HR,EU,False,False,False,False,0
12,334.66,AUD,Travel,Hotel wind body improve again.,2025-02-17,Approved,Vendor_5,IT,AU,False,False,False,False,0
3,862.38,INR,Travel,Your we establish most.,2025-03-25,Rejected,Vendor_7,IT,UK,False,False,False,False,0
32,375.92,USD,Entertainment,Yourself not meeting sometimes senior.,2025-01-25,Approved,Vendor_7,IT,USA,False,False,False,False,0
1,20.22,EUR,Travel,Paper down democratic gun vote response run.,2025-07-22,Approved,Vendor_1,IT,USA,False,False,True,False,1
25,937.23,USD,Entertainment,Walk specific not more against accept.,2025-02-22,Approved,Vendor_8,Sales,USA,False,False,False,False,0
2,351.38,USD,Travel,Management hard daughter blood mother guess forward.,2025-01-08,Rejected,Vendor_5,Finance,IN,False,False,False,False,0
12,394.71,USD,Supplies,Nearly threat leave well however office.,2025-04-11,Approved,Vendor_8,IT,EU,False,False,False,False,0
3,303.83,EUR,Travel,Matter down reduce various employee.,2025-04-18,Approved,Vendor_6,Finance,USA,False,False,False,False,0
34,933.33,EUR,Supplies,I technology remember seem.,2025-03-03,Approved,Vendor_9,Sales,EU,False,False,False,False,0
7,732.37,USD,Entertainment,Agree kitchen parent friend school upon rather.,2025-05-02,Approved,Vendor_6,Finance,UK,False,False,False,False,0
7,48.49,AUD,Travel,Along east democratic opportunity.,2025-08-16,Rejected,Vendor_3,Finance,UK,False,False,False,False,0
11,355.85,INR,Entertainment,Scene girl soldier none.,2025-01-26,Rejected,Vendor_5,HR,USA,False,False,False,False,0
11,15.74,USD,Entertainment,Who give accept.,2025-08-29,Rejected,Vendor_3,HR,EU,False,False,True,False,1
30,909.29,EUR,Meals,Fight road national state young individual concern.,2025-09-13,Approved,Vendor_5,Finance,EU,False,False,False,False,0
14,596.28,INR,Entertainment,Price population student late in speak.,2025-08-04,Rejected,Vendor_10,Finance,USA,False,False,False,False,0
2,74.95,AUD,Accommodation,Glass society throughout clear national work.,2025-05-10,Approved,Vendor_6,HR,UK,False,False,True,False,1
47,507.91,INR,Accommodation,Exactly do draw sometimes project claim claim.,2025-03-22,Approved,Vendor_9,Finance,AU,False,False,False,False,0
24,88.04,AUD,Entertainment,Including seem talk arm involve too state.,2025-03-28,Rejected,Vendor_8,IT,IN,False,False,False,False,0
8,56.06,USD,Accommodation,Friend financial base tonight lawyer news camera.,2025-05-16,Approved,Vendor_2,Sales,IN,False,False,False,False,0
36,839.0,INR,Accommodation,Cup future big your particularly mother.,2025-04-20,Approved,Vendor_8,Sales,UK,False,False,False,False,0
38,253.27,AUD,Travel,Call realize note performance foreign include image.,2025-01-26,Approved,Vendor_8,Finance,AU,False,False,False,False,0
44,898.35,USD,Travel,List as camera.,2025-04-30,Rejected,Vendor_8,Sales,AU,False,False,False,False,0
13,339.31,EUR,Supplies,Table car act section although.,2025-07-25,Approved,Vendor_8,Finance,EU,False,False,False,False,0
42,657.06,EUR,Supplies,Fly ready up federal event rather.,2025-02-11,Approved,Vendor_7,Sales,IN,False,False,False,False,0
29,540.3,GBP,Meals,Heart any impact beat guess trouble image.,2025-09-20,Approved,Vendor_8,Finance,USA,False,False,False,False,0
47,999.62,INR,Supplies,According plant hair five success medical hair discover.,2025-01-17,Approved,Vendor_3,HR,IN,False,False,True,False,1
22,288.12,GBP,Supplies,Feeling skin adult history else they their investment.,2025-08-05,Approved,Vendor_1,HR,USA,False,False,False,False,0
28,451.34,AUD,Supplies,Customer show dog thought interview.,2025-06-23,Approved,Vendor_10,IT,AU,False,False,False,False,0
22,419.34,INR,Entertainment,Run discussion what suggest exactly choose party.,2025-06-06,Approved,Vendor_9,Sales,AU,False,False,False,False,0
21,965.78,INR,Accommodation,One agency candidate officer economy too.,2025-04-27,Rejected,Vendor_10,IT,EU,False,False,False,False,0
37,380.61,AUD,Supplies,Industry Mrs hospital positive.,2025-07-02,Approved,Vendor_8,HR,IN,False,False,False,False,0
34,761.22,EUR,Meals,Black word election avoid.,2025-02-08,Rejected,Vendor_8,Finance,EU,False,False,False,False,0
22,987.08,EUR,Entertainment,Particular movie thought cultural must follow.,2025-05-05,Approved,Vendor_2,IT,UK,False,False,False,False,0
48,200.07,INR,Travel,Walk wear radio allow once though reduce.,2025-05-22,Approved,Vendor_3,Finance,EU,False,False,False,False,0
18,982.52,USD,Meals,Head person value follow pay push.,2025-06-17,Rejected,Vendor_3,Finance,USA,False,False,False,False,0
34,812.89,USD,Meals,Once maintain when name.,2025-03-10,Approved,Vendor_8,Finance,AU,False,False,False,False,0
3,153.26,GBP,Supplies,Successful draw figure actually head.,2025-07-12,Approved,Vendor_9,Finance,EU,False,False,False,False,0
4,794.5,AUD,Meals,Agency personal accept red center first health.,2025-04-23,Approved,Vendor_10,IT,IN,False,False,False,False,0
9,104.81,USD,Travel,Cultural less development goal prove tax recognize there.,2025-04-07,Approved,Vendor_5,HR,USA,False,False,False,False,0
35,616.09,INR,Meals,Read so blood born.,2025-08-14,Approved,Vendor_2,Sales,USA,False,False,False,False,0
39,521.97,INR,Entertainment,Future group something eat.,2025-01-15,Approved,Vendor_8,Finance,UK,False,False,False,False,0
14,420.63,EUR,Accommodation,Admit much process morning.,2025-01-29,Approved,Vendor_10,HR,IN,False,False,False,False,0
26,800.63,INR,Travel,Chance oil way always plan family carry.,2025-07-15,Approved,Vendor_2,Finance,IN,False,False,False,False,0
44,970.16,USD,Travel,Through garden war me far how company man.,2025-01-12,Approved,Vendor_1,IT,UK,False,False,False,False,0
17,956.62,USD,Travel,Wrong physical under hair all power girl.,2025-01-23,Approved,Vendor_2,IT,UK,False,False,False,False,0
18,383.63,GBP,Travel,Such onto also opportunity.,2025-02-14,Approved,Vendor_4,Sales,EU,False,False,False,False,0
15,233.25,USD,Accommodation,Become hard common continue suffer support.,2025-05-26,Approved,Vendor_8,IT,IN,False,False,False,False,0
4,34.08,GBP,Entertainment,Long tonight kitchen however color home response.,2025-06-23,Approved,Vendor_8,Sales,AU,False,False,False,False,0
41,624.09,GBP,Travel,Model spend charge chance she.,2025-07-29,Approved,Vendor_6,IT,IN,False,False,False,False,0
17,267.95,USD,Travel,Close continue reveal watch peace war camera.,2025-07-10,Approved,Vendor_5,HR,EU,False,False,False,False,0
47,970.29,INR,Supplies,Myself who south second.,2025-09-29,Approved,Vendor_10,IT,EU,False,False,False,False,0
23,889.73,EUR,Meals,Process sea area sometimes share short.,2025-01-27,Approved,Vendor_2,HR,UK,False,False,False,False,0
9,625.17,GBP,Supplies,Local him choose accept.,2025-04-18,Approved,Vendor_7,HR,USA,False,False,False,False,0
19,624.04,EUR,Entertainment,Choose a cost.,2025-04-12,Approved,Vendor_9,Finance,UK,False,False,False,False,0
8,217.18,USD,Entertainment,Commercial about go free fish writer.,2025-02-07,Approved,Vendor_3,HR,USA,False,False,False,False,0
47,162.78,GBP,Supplies,Choose picture bank seem.,2025-04-22,Rejected,Vendor_6,Sales,UK,False,False,False,False,0
14,337.1,INR,Entertainment,Pick PM statement magazine discussion will case.,2025-07-19,Approved,Vendor_3,IT,IN,False,False,False,False,0
4,265.54,USD,Accommodation,Help including ever become kitchen nation.,2025-07-16,Approved,Vendor_1,HR,EU,False,False,False,False,0
17,193.03,INR,Supplies,Area both strong next despite.,2025-05-31,Approved,Vendor_6,Sales,IN,False,False,False,False,0
37,209.54,AUD,Supplies,Ever memory every ability manage.,2025-03-20,Rejected,Vendor_9,Sales,AU,False,False,False,False,0
13,573.76,EUR,Entertainment,Member meet meet southern option quite subject state.,2025-08-03,Approved,Vendor_1,Finance,EU,False,False,False,False,0
49,541.73,GBP,Supplies,Court group first rock.,2025-03-02,Approved,Vendor_7,IT,EU,False,False,False,False,0
9,61.91,EUR,Entertainment,Us full quite according it raise bed.,2025-06-04,Rejected,Vendor_5,Finance,UK,False,False,False,False,0
37,775.43,AUD,Meals,This medical wrong smile decision.,2025-03-30,Approved,Vendor_9,Finance,EU,False,False,False,False,0
27,377.8,INR,Accommodation,That total machine level.,2025-02-09,Rejected,Vendor_5,Sales,USA,False,False,False,False,0
14,785.51,GBP,Supplies,Once sing protect music win evening.,2025-05-02,Approved,Vendor_4,IT,USA,False,False,False,False,0
42,304.63,GBP,Entertainment,Scientist know player natural both.,2025-03-22,Approved,Vendor_7,Sales,USA,False,False,False,False,0
48,766.64,EUR,Accommodation,Yes hospital huge his father case.,2025-01-10,Approved,Vendor_9,HR,EU,False,False,False,False,0
31,146.04,AUD,Accommodation,New economic democratic environmental view mouth.,2025-06-30,Approved,Vendor_10,IT,EU,False,False,False,False,0
23,857.65,EUR,Travel,Organization maintain listen impact conference technology yet.,2025-01-05,Approved,Vendor_5,Sales,IN,False,False,False,False,0
45,430.05,USD,Travel,Mention across culture act international into go.,2025-07-05,Approved,Vendor_3,Finance,USA,False,False,False,False,0
1,709.55,USD,Entertainment,Us dream item cell.,2025-04-19,Approved,Vendor_2,Finance,IN,False,False,False,False,0
33,286.61,USD,Entertainment,Bank member because real by.,2025-05-20,Approved,Vendor_6,IT,AU,False,False,False,False,0
15,415.51,GBP,Travel,Value response live gun medical.,2025-08-24,Approved,Vendor_3,HR,IN,False,False,False,False,0
31,45.6,USD,Travel,Fire field rich dark.,2025-02-18,Rejected,Vendor_5,Finance,AU,False,False,False,False,0
28,526.36,INR,Travel,Section wait agreement.,2025-07-13,Approved,Vendor_8,IT,UK,False,False,False,False,0
1,73.25,USD,Accommodation,Star let reason still during success.,2025-03-30,Approved,Vendor_10,Sales,IN,False,False,True,False,1
5,979.68,EUR,Travel,Explain support film floor science possible.,2025-03-27,Rejected,Vendor_9,IT,USA,False,False,False,False,0
22,479.46,INR,Entertainment,Size particularly important understand reason must.,2025-07-23,Approved,Vendor_6,HR,UK,False,False,False,False,0
22,153.65,INR,Meals,Our avoid another teacher.,2025-01-18,Approved,Vendor_4,HR,IN,False,False,False,False,0
